Index;Year;MM/DD;Day;GWZ1;GWZ2;GWZ3;GWZ4;GWZ5;GWZ6;Zz;Sz;Spieleinsatz;I;6T_Zz;II;6T;III;5T_Zz;IV;5T;V;4T_Zz;VI;4T;VII;3T_Zz;VIII;3T;IX;2T_Zz
42;2017;18/10/;MI;38;10;11;13;7;4;na;4;20940130,00;JP;1340168,30;2;376514,00;51;7382,60;484;2333,70;2852;132,00;26619;28,20;49327;15,20;450517;7,50;319923;5,00
42;2017;21/10/;SA;15;4;25;34;10;46;na;1;44635929,00;JP;4196867,70;4;423822,10;88;9632,30;932;2728,40;4091;207,10;43177;39,20;69586;24,30;741171;10,20;501676;5,00
43;2017;25/10/;MI;1;18;42;29;32;36;na;8;21689470,00;JP;5584993,70;1;806406,30;26;15507,80;260;4652,30;1771;227,60;14263;56,50;35384;22,70;284181;12,70;278509;5,00
43;2017;28/10/;SA;22;1;36;24;33;20;na;1;45936592,00;JP;8524935,50;JP;1760571,40;42;20959,10;482;5478,90;2913;302,10;29144;60,40;59223;29,70;620829;12,70;484528;5,00
44;2017;01/11/;MI;18;15;8;31;3;21;na;9;22098898,00;JP;9939264,90;3;860840,10;43;9557,50;472;2612,10;2418;169,90;22893;35,90;39324;20,90;378651;9,70;283126;5,00
44;2017;04/11/;SA;21;47;46;14;3;7;na;6;48161263,00;JP;13021585,70;2;883743,70;120;7364,50;868;3054,40;5182;170,50;45757;38,60;90609;19,50;779313;10,20;664687;5,00
45;2017;08/11/;MI;7;37;43;14;38;24;na;7;24999516,00;JP;14621554,70;1;890559,80;49;9087,30;330;4047,90;2643;168,40;17986;49,50;50301;17,70;363829;11,00;398838;5,00
45;2017;11/11/;SA;7;1;19;16;11;37;na;7;50140722,00;1;17830560,90;9;191815,20;189;4567,00;1257;2060,00;9478;91,00;63653;27,10;150320;11,40;1040931;7,40;919597;5,00
46;2017;15/11/;MI;6;23;46;40;35;45;na;5;21282525,00;JP;1362081,60;1;778920,00;24;16227,50;200;5841,90;1803;216,00;13833;56,30;36671;21,20;279842;12,50;297996;5,00
46;2017;18/11/;SA;9;5;2;35;20;12;na;7;45022869,00;JP;4243545,20;4;399022,50;135;5911,40;1080;2216,70;6649;120,00;51670;30,80;107167;14,80;837554;8,50;733814;5,00
47;2017;22/11/;MI;28;29;32;24;48;34;na;9;21854862,00;JP;5642256,30;1;824489,90;29;14215,30;288;4294,20;1683;244,90;16340;50,40;33154;24,80;314767;11,70;256764;5,00
47;2017;25/11/;SA;20;37;17;11;26;43;na;9;45819122,00;1;8574680,10;4;421612,10;77;10950,90;710;3562,90;4456;189,20;39937;42,20;81750;20,60;746938;10,10;622530;5,00
48;2017;29/11/;MI;32;9;30;16;25;28;na;8;20812389,00;JP;1331992,80;1;758739,10;30;12645,60;310;3671,30;2049;185,10;19192;39,50;39896;19,00;359148;9,50;297362;5,00
48;2017;02/12/;SA;17;33;18;12;13;3;na;2;45724314,00;JP;4258348,80;3;555635,60;104;8013,90;1115;2242,40;6480;128,60;65896;25,20;104020;16,00;1058922;7,00;653346;5,00
49;2017;06/12/;MI;29;18;11;43;35;19;na;9;23874594,00;JP;5786322,80;JP;896376,20;26;17238,00;330;4074,40;1927;232,50;17173;52,10;36499;24,50;344384;11,70;289112;5,00
49;2017;09/12/;SA;25;12;46;16;20;7;na;7;48517319,00;JP;8891431,20;2;1301051,10;128;6662,90;999;2561,10;6762;126,10;47868;35,60;116766;14,60;828279;9,20;819258;5,00
50;2017;13/12/;MI;3;17;2;9;27;14;na;0;24073710,00;JP;10432148,60;JP;905230,70;45;10058,10;588;2309,20;2416;187,30;30484;29,60;42454;21,30;504095;8,00;288766;5,00
50;2017;16/12/;SA;40;30;5;23;6;18;na;9;49143783,00;JP;13577350,70;5;540740,40;125;7193,80;978;2758,30;5725;157,00;53704;33,40;99530;18,00;915957;8,80;688395;5,00
51;2017;20/12/;MI;35;8;13;39;44;38;na;4;26160651,00;JP;15251632,30;1;980271,80;36;13614,80;290;5070,30;2066;237,20;18405;53,20;39856;24,50;360767;12,20;320665;5,00
51;2017;23/12/;SA;39;38;11;32;4;31;na;6;57963450,00;1;18961293,10;6;346150,90;116;8952,10;835;3730,90;7429;139,70;63458;32,70;113866;18,20;966673;9,60;900601;5,00
52;2017;27/12/;MI;46;45;37;19;17;31;na;0;22036192,00;JP;1410316,20;2;423691,40;40;10592,20;377;3371,50;2028;208,90;22153;38,20;33178;25,50;395482;9,60;226790;5,00
52;2017;30/12/;SA;37;48;27;11;12;14;na;0;61363996,00;JP;5337611,90;2;1171349,10;58;20195,60;788;4459,40;4237;276,40;48512;48,20;85973;27,20;970229;10,80;665544;5,00
1;2018;03/01/;MI;45;10;34;31;15;35;na;8;22909485,00;JP;6803818,90;JP;861581,50;36;11966,40;308;4196,00;1952;220,60;18511;46,50;36934;23,30;330060;11,70;274544;5,00
1;2018;06/01/;SA;37;47;46;32;5;14;na;0;47358258,00;JP;9834747,40;2;1351671,00;28;32888,50;601;4596,70;2875;320,30;35538;51,80;56921;32,30;697485;11,80;446119;5,00
2;2018;10/01/;MI;24;25;3;45;22;43;na;6;24378366,00;JP;11394962,80;JP;896269,20;32;14004,20;269;4997,70;1792;250,00;16024;55,90;39754;22,50;337823;11,90;333255;5,00
2;2018;13/01/;SA;14;31;48;6;5;16;na;0;49672833,00;JP;14574024,10;JP;2810131,70;45;21265,10;664;4323,40;3314;288,70;39464;48,40;65025;29,40;772972;11,10;503746;5,00
3;2018;17/01/;MI;32;48;13;3;27;25;na;2;26097623,00;1;16244271,90;2;1888875,70;51;9486,40;524;2769,90;2757;175,40;27256;35,50;47364;20,40;480730;9,00;340473;5,00
3;2018;20/01/;SA;3;45;11;33;18;15;na;4;45746759,00;JP;2927792,50;4;422544,10;82;10305,90;945;2682,80;4957;170,40;47737;35,40;85643;19,70;821602;9,20;608764;5,00
4;2018;24/01/;MI;37;5;45;31;18;3;na;7;21925081,00;JP;4330997,60;1;774481,00;50;7744,80;405;2868,40;2925;132,30;22145;34,90;50002;15,40;379717;9,10;362905;5,00
4;2018;27/01/;SA;34;24;22;43;4;36;na;6;46317161,00;JP;7295295,90;JP;1730962,70;64;13523,10;488;5320,50;3668;235,90;31293;55,30;72693;23,80;610032;12,70;576931;5,00
5;2018;31/01/;MI;6;26;3;38;8;29;na;8;23727249,00;1;8813839,80;2;1296300,10;55;7833,00;472;2738,20;3444;125,00;28125;30,60;52509;16,40;454570;8,50;345741;5,00
5;2018;03/02/;SA;5;39;48;13;20;9;na;5;46293388,00;JP;2962776,80;2;826399,30;110;7512,70;832;2979,80;5659;146,00;42488;38,90;101133;16,30;772254;9,60;731186;5,00
6;2018;07/02/;MI;15;41;28;20;25;33;na;5;22260647,00;JP;4387458,20;4;203571,90;39;10439,50;342;3571,40;2151;189,20;16055;50,70;42462;19,10;329588;11,10;312553;5,00
6;2018;10/02/;SA;27;41;45;20;17;35;na;8;46542339,00;1;7366167,80;2;862836,70;83;10395,60;529;4893,20;3756;229,70;33236;51,90;76129;22,60;661846;11,70;607145;5,00
7;2018;14/02/;MI;22;16;20;23;24;6;na;6;21109867,00;JP;1351031,40;JP;765388,70;36;10630,30;266;4316,10;2308;165,80;16957;45,10;39381;19,40;307011;11,20;310003;5,00
7;2018;17/02/;SA;27;15;42;37;18;26;na;2;44791205,00;JP;4217668,50;JP;2459693,20;44;19253,40;482;5272,70;3123;271,20;31833;53,20;64345;26,30;648143;11,70;517184;5,00
8;2018;21/02/;MI;29;47;6;8;40;3;na;7;22144048,00;JP;5634887,50;2;1626262,50;37;10713,90;280;4247,30;2239;177,00;17277;45,80;42896;18,40;327042;10,90;345297;5,00
8;2018;24/02/;SA;27;33;41;18;44;47;na;6;45456075,00;1;8544076,30;1;1660619,80;123;6750,40;940;2649,90;5320;156,00;45181;36,70;90250;18,40;756674;9,80;642530;5,00
9;2018;28/02/;MI;6;15;32;43;47;36;na;6;20898836,00;1;1337525,50;1;773110,70;29;13329,40;230;5042,00;1932;200,00;13605;56,80;34396;22,40;268420;12,90;276157;5,00
9;2018;03/03/;SA;5;37;28;44;24;40;na;8;44685926,00;JP;2859899,20;6;274750,30;87;9474,10;785;3150,00;4531;181,90;36791;44,80;77886;21,10;652924;11,30;599608;5,00
10;2018;07/03/;MI;5;30;28;35;24;42;na;1;21621589,00;JP;4243680,80;JP;824961,20;27;15277,00;287;4311,60;1443;285,80;15184;54,30;29435;28,00;308687;12,00;235480;5,00
10;2018;10/03/;SA;40;34;8;49;35;19;na;8;45519638,00;JP;7156937,60;1;2501305,90;74;11326,60;515;4882,50;3910;214,30;31396;53,30;77066;21,70;641541;11,70;616623;5,00
11;2018;14/03/;MI;18;48;13;38;30;45;na;7;22431225,00;JP;8592536,00;1;810654,90;42;9650,60;387;3142,00;2423;167,20;18530;43,70;44209;18,30;338744;10,70;334693;5,00
11;2018;17/03/;SA;7;29;1;22;17;46;na;7;46548041,00;JP;11571610,60;4;412480,50;111;7432,00;873;2834,90;6033;136,70;42666;38,60;108736;15,10;764599;9,70;759145;5,00
12;2018;21/03/;MI;38;48;26;29;20;43;na;0;23909513,00;1;14033931,60;na;na;26;17925,20;285;4905,80;1430;325,90;16681;55,80;28230;33,00;339208;12,30;220685;5,00
12;2018;24/03/;SA;16;27;34;3;42;45;na;1;44248614,00;JP;2831911,20;3;563506,30;63;13416,80;686;3696,40;3147;268,50;34252;49,30;60187;28,00;643164;11,80;477441;5,00
13;2018;28/03/;MI;1;47;31;38;23;25;na;7;21535631,00;2;2490205,50;na;na;26;14811,90;298;3876,90;2027;189,90;16145;47,70;42265;18,20;325286;10,60;337468;5,00
13;2018;31/03/;SA;15;8;1;46;12;48;na;5;46187773,00;JP;2956017,40;2;849924,40;63;13490,80;555;4594,10;3738;227,30;30619;55,50;76724;22,10;613455;12,40;627876;5,00
14;2018;04/04/;MI;33;46;13;30;28;23;na;7;20916165,00;JP;4294651,90;1;755815,70;41;9217,20;365;3106,00;2529;149,40;19093;39,50;43060;17,50;324945;10,40;312258;5,00
14;2018;07/04/;SA;12;27;47;19;34;15;na;8;44382918,00;1;7135158,60;1;1619838,20;57;14209,10;564;4308,00;3942;205,40;32684;49,50;79698;20,30;663318;10,90;630514;5,00
15;2018;11/04/;MI;44;20;25;27;48;9;na;5;20413264,00;1;2047239,70;na;na;53;6988,50;263;4225,00;1985;186,50;15677;47,20;38297;19,30;308971;10,70;298455;5,00
15;2018;14/04/;SA;42;4;34;33;47;9;na;6;43753628,00;JP;2800232,10;4;397460,20;60;13248,60;507;4703,60;3773;210,60;31152;51,00;78956;20,10;651697;10,90;635634;5,00
16;2018;18/04/;MI;35;37;7;10;2;4;na;8;20770905,00;JP;4129570,00;1;755525,40;52;7264,60;299;3790,20;2247;168,10;20205;37,30;40120;18,80;373098;9,10;300172;5,00
16;2018;21/04/;SA;38;29;12;19;23;15;na;5;43507206,00;JP;6914031,10;2;785961,00;79;9948,80;600;3929,80;4545;172,90;33382;47,00;85176;18,40;666261;10,60;649984;5,00
17;2018;25/04/;MI;17;6;11;10;25;4;na;6;21638022,00;1;8298864,50;6;124685,50;112;3339,70;874;1283,90;4502;83,00;34502;21,60;63031;11,80;495163;6,70;390609;5,00
17;2018;28/04/;SA;11;48;2;33;47;9;na;4;42980378,00;JP;2750744,10;5;316346,90;84;9415,00;656;3616,70;4069;194,30;39915;39,60;78512;20,10;766277;9,20;584419;5,00
18;2018;02/05/;MI;42;3;5;44;19;12;na;7;20417542,00;JP;4057466,70;3;237287,20;62;5740,80;398;2682,80;2962;120,10;21030;33,80;50143;14,10;372505;8,50;356686;5,00
18;2018;05/05/;SA;5;34;49;1;17;31;na;7;43951479,00;JP;6870361,30;5;308762,10;118;6541,50;1003;2308,70;6386;120,80;47599;32,40;105876;14,50;777250;8,90;744947;5,00
19;2018;09/05/;MI;31;37;43;25;3;9;na;5;22330221,00;1;8299495,40;8;99595,40;120;3319,80;851;1404,40;3574;111,40;28043;28,40;51302;15,50;406404;8,80;353668;5,00
19;2018;12/05/;SA;27;23;38;36;42;29;na;0;42450095,00;JP;2716806,00;2;831457,30;48;17322,00;533;4679,80;2471;336,40;31207;53,20;47680;34,80;593311;12,60;375819;5,00
20;2018;16/05/;MI;13;19;12;2;46;34;na;9;20606169,00;JP;4035600,80;JP;764248,90;23;16614,10;273;4199,10;1871;204,20;17343;44,00;35302;21,60;334132;10,20;268360;5,00
20;2018;19/05/;SA;41;27;44;3;49;4;na;2;43805912,00;JP;6839179,10;JP;2406220,10;45;18244,10;532;4629,60;3217;255,20;33090;49,60;66985;24,50;689071;10,70;535933;5,00
21;2018;23/05/;MI;29;45;16;7;47;36;na;6;20891560,00;1;11352207,50;na;na;33;11662,80;268;4308,20;1772;217,10;13665;56,30;34248;22,40;271275;12,70;282247;5,00
21;2018;26/05/;SA;48;27;24;16;47;10;na;6;42978956,00;JP;2750653,10;1;1557010,90;56;13901,80;482;4845,40;4018;193,70;33483;46,50;82989;18,70;683851;10,20;633743;5,00
22;2018;30/05/;MI;29;15;35;23;38;48;na;2;20820659,00;JP;4083175,20;1;803198,20;28;14342,80;290;4154,40;1323;303,50;15227;52,70;25688;31,20;277866;13,00;209165;5,00
22;2018;02/06/;SA;24;30;1;19;31;10;na;7;43497175,00;2;3433497,20;1;1518784,80;133;5709,70;1015;2244,50;6898;110,00;51358;29,50;114601;13,20;854038;8,00;755384;5,00
23;2018;06/06/;MI;18;13;3;15;8;42;na;6;19917027,00;JP;1274689,70;JP;720710,80;29;12426,00;315;3431,90;2125;169,50;17274;41,70;39820;18,00;322416;10,00;295343;5,00
23;2018;09/06/;SA;39;13;34;16;42;35;na;9;42634521,00;JP;4003299,00;2;1164101,40;63;12757,80;432;5581,50;3052;263,30;27234;59,00;62462;25,70;569848;12,60;502746;5,00
24;2018;13/06/;MI;4;48;3;6;10;46;na;3;20832196,00;JP;5336559,50;3;245942,20;28;13175,40;313;3535,90;2356;156,50;18961;38,90;45695;16,10;358176;9,20;340914;5,00
24;2018;16/06/;SA;46;40;19;4;31;33;na;2;43152464,00;1;8098317,10;5;322418,50;144;5597,50;1399;1728,40;5005;161,00;51431;31,30;79717;20,20;802754;9,00;538709;5,00
25;2018;20/06/;MI;22;31;33;36;6;43;na;5;19532226,00;JP;1250062,40;JP;716263,50;36;9948,10;326;3295,60;2057;174,10;15339;46,60;35725;20,00;280894;11,40;270683;5,00
25;2018;23/06/;SA;25;49;29;48;17;6;na;1;42374796,00;JP;3962049,30;2;1155604,80;65;12268,80;617;3877,50;3545;224,90;37781;42,20;67863;23,50;716231;10,00;505190;5,00
26;2018;27/06/;MI;37;46;13;35;45;17;na;3;21502235,00;JP;5338192,30;JP;795124,40;28;14198,60;337;3539,10;2131;186,50;18135;43,80;38151;20,80;316437;11,30;284746;5,00
26;2018;30/06/;SA;24;42;40;38;16;37;na;9;43812668,00;1;10578109,70;na;na;47;17455,10;582;4228,80;3916;209,40;37099;44,20;73599;22,20;689766;10,70;538900;5,00
27;2018;04/07/;MI;25;1;37;5;32;10;na;8;19915143,00;JP;1274569,10;1;715468,20;40;8943,30;329;3262,00;2294;155,90;19593;36,50;41631;17,10;357934;8,90;305664;5,00
27;2018;07/07/;SA;36;25;13;5;18;2;na;2;42530753,00;JP;3996537,20;3;528863,40;80;9916,10;760;3131,40;4041;196,30;40783;38,90;72980;21,70;726040;9,80;535501;5,00
28;2018;11/07/;MI;44;18;3;1;42;28;na;5;20722358,00;1;5322768,10;3;252666,10;23;16478,20;301;3777,40;1659;228,40;14552;52,00;35241;21,50;294055;11,50;290993;5,00
28;2018;14/07/;SA;49;48;41;40;47;30;na;0;42346704,00;JP;2710189,00;8;205646,70;203;4052,10;2378;1037,70;3856;213,30;40672;40,40;55491;29,60;612633;12,00;402285;5,00
29;2018;18/07/;MI;33;5;14;19;41;22;na;1;23342792,00;JP;4204127,60;1;882297,20;34;12974,90;403;3283,90;1810;243,70;20028;44,00;35645;24,70;373306;10,60;270897;5,00
29;2018;21/07/;SA;7;29;6;49;1;20;na;5;42614177,00;1;6931434,90;5;307289,60;135;5690,50;965;2388,20;5889;130,40;48456;31,70;97277;15,70;788699;8,70;643060;5,00
30;2018;25/07/;MI;8;41;9;39;43;40;na;9;19193711,00;JP;1228397,50;2;358741,10;26;13797,70;287;3749,90;1551;231,20;13887;51,60;29496;24,30;272199;11,80;238727;5,00
30;2018;28/07/;SA;35;11;7;31;34;36;na;1;41376707,00;JP;3876506,70;1;1569441,40;57;13767,00;482;4884,10;3263;240,40;35508;44,10;60002;26,10;658933;10,70;469166;5,00
31;2018;01/08/;MI;46;25;22;45;2;32;na;2;20670384,00;JP;5199411,20;JP;782483,70;15;26082,70;206;5697,60;1556;251,40;13840;56,50;29646;26,30;286829;12,20;237490;5,00
31;2018;04/08/;SA;36;25;29;30;6;31;na;3;42966515,00;JP;7949268,10;JP;2377111,70;56;14237,70;339;7055,80;2887;276,10;24113;66,10;64502;24,70;561752;12,70;557424;5,00
32;2018;08/08/;MI;11;49;8;40;26;18;na;0;21500471,00;JP;9325298,20;2;1597535,60;31;13192,80;316;3882,70;1751;233,50;19734;41,40;31834;25,60;376291;9,70;238922;5,00
32;2018;11/08/;SA;5;8;47;46;10;36;na;8;44210829,00;JP;12154791,20;1;1617899,10;67;12073,80;445;5453,50;3319;243,70;26606;60,80;74136;21,80;585226;12,40;619386;5,00
33;2018;15/08/;MI;13;6;31;24;18;29;na;9;22487958,00;JP;13594020,50;1;834635,40;35;11923,30;439;2851,80;2222;187,80;21720;38,40;39389;21,10;394699;9,50;291679;5,00
33;2018;18/08/;SA;1;14;46;42;34;3;na;3;45464011,00;JP;16503717,20;2;850616,60;56;15189,50;432;5907,00;2975;285,90;25601;66,40;65904;25,80;566577;13,50;561995;5,00
34;2018;22/08/;MI;7;15;16;26;6;32;na;0;23632223,00;JP;18016179,40;3;300890,30;30;15044,50;389;3480,70;1882;239,80;24305;37,10;37075;24,30;453105;8,90;255388;5,00
34;2018;25/08/;SA;37;31;8;16;15;20;na;2;47186226,00;JP;21036097,80;JP;1792256,40;51;17571,10;526;5110,90;3238;276,70;32408;55,30;66803;26,80;666338;12,10;530126;5,00
35;2018;29/08/;MI;21;24;3;17;22;39;na;9;25267745,00;JP;22653233,40;2;1366090,50;44;10680,90;389;3624,30;2288;205,40;21993;42,70;43483;21,60;431063;9,80;323498;5,00
35;2018;01/09/;SA;39;46;4;12;38;21;na;1;49774951,00;JP;25838830,20;4;471965,00;65;14522,00;766;3696,80;3584;263,30;40326;46,80;71501;26,40;768003;11,00;564655;5,00
36;2018;05/09/;MI;37;15;9;46;13;3;na;4;31875681,00;1;29053125,40;na;na;52;11290,80;432;4077,20;3190;184,00;29552;39,70;58263;20,10;531739;9,90;431056;5,00
36;2018;08/09/;SA;44;23;29;27;30;6;na;2;44495899,00;JP;2847737,50;2;840884,80;31;27125,30;453;5568,70;2978;282,30;32669;51,40;64340;26,10;664313;11,30;516503;5,00
37;2018;12/09/;MI;13;28;7;24;31;32;na;6;21657123,00;JP;4233793,30;1;765804,00;59;6489,80;370;3104,60;2844;134,60;21504;35,60;49917;15,30;387595;8,80;356893;5,00
37;2018;15/09/;SA;27;39;26;1;12;14;na;1;44144477,00;JP;7059039,80;4;417497,90;46;18152,00;586;4274,70;3501;238,50;35453;47,10;66061;25,20;693273;10,80;509415;5,00
38;2018;19/09/;MI;5;8;3;47;30;19;na;0;22076284,00;JP;8471921,90;6;139684,60;61;6869,70;746;1685,20;2666;157,10;31139;26,90;39203;21,30;463209;8,10;248836;5,00
38;2018;22/09/;SA;17;37;41;33;42;47;na;0;44695824,00;JP;11332454,60;3;576949,80;90;9615,80;1168;2222,80;4777;181,10;58829;29,40;70668;24,40;897861;8,60;435777;5,00
39;2018;26/09/;MI;18;36;44;10;38;25;na;3;23114572,00;JP;12811787,20;2;422926,10;55;7689,50;400;3171,90;2251;187,80;19508;43,30;41455;20,40;355081;10,70;323886;5,00
39;2018;29/09/;SA;9;5;19;4;16;45;na;7;46758512,00;JP;15804331,90;2;806018,30;151;5337,80;1006;2403,60;7412;108,70;53953;29,80;125662;12,80;923780;7,80;853269;5,00
40;2018;03/10/;MI;33;39;9;30;29;3;na;9;23643029,00;1;17317485,70;3;288483,00;92;4703,50;546;2377,60;3020;143,20;23919;36,10;48426;17,80;428952;9,00;330774;5,00
40;2018;06/10/;SA;21;27;45;2;33;26;na;3;43242219,00;JP;2767502,00;JP;1600435,70;41;19517,50;380;6317,50;3030;264,00;27545;58,10;67199;23,80;588183;12,20;569850;5,00
41;2018;10/10/;MI;37;14;32;18;1;45;na;0;21291403,00;JP;4130151,70;1;2425241,30;23;17930,50;274;4515,30;1358;303,60;14304;57,60;25526;32,30;289132;12,80;206999;5,00
41;2018;13/10/;SA;3;36;7;9;27;11;na;7;43786889,00;3;2310837,50;10;148135,40;302;2452,50;1669;1331,30;12199;60,70;77355;19,10;151438;9,70;1027961;6,40;855508;5,00
42;2018;17/10/;MI;7;35;20;36;9;24;na;2;20047620,00;JP;1283047,60;4;188730,80;47;8031,00;426;2658,10;1729;218,30;18048;41,80;31575;23,90;323927;10,40;238306;5,00
42;2018;20/10/;SA;47;2;16;32;45;13;na;7;42614900,00;1;5548628,80;na;na;97;7929,00;899;2566,50;4751;161,80;36045;42,60;84146;18,20;632489;10,90;639564;5,00
43;2018;24/10/;MI;41;24;37;32;5;13;na;7;19707820,00;JP;1261300,40;3;233126,90;92;3800,90;604;1736,80;3229;108,20;23462;29,80;46688;14,90;346753;9,00;319760;5,00
43;2018;27/10/;SA;30;35;47;40;8;38;na;2;42479678,00;JP;3979999,70;1;1620398,40;33;24551,40;403;6031,20;2607;310,70;27581;58,70;56964;28,40;571119;12,70;463431;5,00
44;2018;31/10/;MI;4;40;13;22;16;6;na;5;21291501,00;1;5342655,70;1;761377,90;29;13127,20;296;3858,30;2378;160,00;17933;42,40;44096;17,20;339854;10,00;333863;5,00
44;2018;03/11/;SA;49;18;20;6;28;42;na;1;42774080,00;JP;2737541,10;2;812202,10;61;13314,70;588;4143,80;3017;269,20;32383;50,10;60161;27,00;632023;11,50;481091;5,00
45;2018;07/11/;MI;42;41;15;37;4;31;na;4;20823377,00;2;2035118,60;1;779348,20;26;14987,40;222;5265,80;1608;242,30;14481;53,80;32550;23,90;289007;12,10;257102;5,00
45;2018;10/11/;SA;3;13;14;40;29;41;na;7;42620590,00;JP;2727717,70;3;513205,00;56;13746,50;473;4882,50;3769;204,20;28461;54,00;76104;20,20;563804;12,20;637285;5,00
46;2018;14/11/;MI;22;9;31;4;27;41;na;9;20686254,00;JP;4051637,90;2;381195,50;58;6572,30;556;2056,80;2519;151,30;23218;32,80;39944;19,00;375508;9,10;279059;5,00
46;2018;17/11/;SA;3;40;31;18;6;39;na;5;43437750,00;JP;6831653,90;8;192122,90;170;4520,50;1339;1721,70;6457;119,00;53101;28,90;105307;14,50;835424;8,20;713805;5,00
47;2018;21/11/;MI;30;24;29;47;18;42;na;7;21477444,00;JP;8206210,30;JP;775191,00;29;13365,30;206;5644,50;2052;188,80;14158;54,70;40843;18,90;291202;11,90;322451;5,00
47;2018;24/11/;SA;20;37;15;45;14;40;na;1;44436762,00;JP;11050163,00;JP;2501153,80;39;22127,70;373;6940,80;2455;351,50;25261;68,30;49648;34,70;526815;14,70;422960;5,00
48;2018;28/11/;MI;31;49;48;28;26;23;na;0;22770508,00;JP;12507475,50;JP;3372343,40;38;11463,00;307;4256,60;1531;284,50;17828;48,80;31285;27,80;360517;10,80;243209;5,00
48;2018;01/12/;SA;23;46;31;6;8;27;na;2;47040389,00;1;15518060,30;5;1025608,40;77;11400,60;862;3055,10;4396;199,60;44057;39,80;79760;22,00;794285;9,90;590524;5,00
49;2018;05/12/;MI;48;29;49;36;47;13;na;5;22633700,00;JP;1448556,80;1;845618,80;24;17617,00;255;4974,20;1755;240,90;15372;55,00;35793;23,60;303706;12,50;282421;5,00
49;2018;08/12/;SA;12;44;26;25;6;46;na;3;46450262,00;2;2210686,70;3;564650,60;103;8223,00;839;3028,50;4893;173,00;42375;39,90;89094;19,00;779886;9,70;662559;5,00
50;2018;12/12/;MI;3;20;7;34;48;33;na;6;20761914,00;JP;1328762,40;2;370738,90;34;10904,00;294;3783,00;2145;172,80;17617;42,00;42873;17,20;342972;9,70;327483;5,00
50;2018;15/12/;SA;30;45;31;23;1;37;na;9;43892629,00;JP;4137890,60;2;823826,30;53;15543,80;534;4628,20;2662;309,40;25344;65,00;60270;27,30;545151;13,60;532132;5,00
51;2018;19/12/;MI;41;34;19;4;32;12;na;4;22074364,00;JP;5550649,80;7;115007,80;58;6940,10;521;2317,80;2585;155,70;23082;34,80;44756;17,90;397031;9,10;314775;5,00
51;2018;22/12/;SA;20;43;25;21;8;44;na;5;47376421,00;JP;8582740,70;1;1757072,90;48;18302,80;441;5976,40;3114;282,10;25861;67,90;68925;25,40;557202;14,10;617078;5,00
52;2018;26/12/;MI;2;43;30;22;36;16;na;4;23715223,00;JP;10100514,90;2;452461,10;43;10522,30;418;3247,30;1590;284,50;15991;56,50;31460;28,70;305374;13,30;258123;5,00
52;2018;29/12/;SA;47;4;14;25;38;44;na;4;58926969,00;JP;13871840,90;3;737931,70;133;8322,50;942;3525,10;5818;190,20;50086;44,10;96278;22,90;883483;11,20;710841;5,00
1;2019;02/01/;MI;15;17;36;5;13;19;na;4;23426040,00;JP;15371107,40;JP;876884,80;33;13286,10;309;4256,70;2148;204,10;20908;41,90;38040;23,00;388389;10,10;288981;5,00
1;2019;05/01/;SA;40;16;22;4;45;31;na;8;47764737,00;JP;18428050,50;6;439221,90;137;6417,60;1188;2220,20;5603;156,90;47339;37,10;86707;20,20;731319;10,80;648191;5,00
2;2019;09/01/;MI;44;8;7;29;14;22;na;7;25999909,00;JP;20092044,60;JP;929276,00;46;10100,80;359;3882,70;2897;160,30;19419;47,80;54674;16,90;362299;11,50;408640;5,00
2;2019;12/01/;SA;9;31;4;25;38;40;na;6;50567421,00;JP;23328359,50;2;1369519,70;164;5517,50;1274;2130,80;6988;129,40;58874;30,70;114642;15,70;972337;8,30;789952;5,00
3;2019;16/01/;MI;35;5;31;12;6;13;na;4;28034871,00;JP;25122591,20;2;515775,10;29;17785,30;434;3565,20;2442;211,20;24265;42,50;49297;20,90;476053;9,70;381540;5,00
3;2019;19/01/;SA;47;6;36;24;29;12;na;9;52218966,00;JP;28464605,00;6;324097,90;124;7841,00;1053;2770,00;6402;151,80;59378;32,70;90855;21,40;830001;10,50;664319;5,00
4;2019;23/01/;MI;42;33;35;37;7;6;na;3;37293773,00;na;na;3;10735892,80;51;13296,70;397;5124,40;3197;212,10;26934;50,30;69690;19,40;573237;10,60;539473;5,00
4;2019;26/01/;SA;47;35;31;18;29;16;na;6;45025282,00;JP;2881618,00;1;1670434,20;62;13471,20;632;3964,60;3996;209,00;35399;47,10;76303;21,80;639107;11,70;585336;5,00
5;2019;30/01/;MI;7;23;13;36;22;19;na;6;21984285,00;JP;4288612,20;JP;797663,30;40;9970,70;408;2932,50;2517;158,40;21415;37,20;45674;17,40;382477;9,30;321703;5,00
5;2019;02/02/;SA;37;30;29;21;34;3;na;3;45837535,00;JP;7222214,40;3;832679,40;53;16041,20;359;7104,60;3366;252,50;26953;63,00;71985;23,60;607021;12,60;596283;5,00
6;2019;06/02/;MI;10;22;21;5;33;36;na;5;23474334,00;1;9572775,20;na;na;51;8315,70;380;3348,10;2523;168,00;18843;45,00;46022;18,40;343483;11,10;350555;5,00
6;2019;09/02/;SA;32;34;49;2;42;39;na;2;43955137,00;JP;2813128,70;JP;1651887,40;68;12146,20;498;4975,50;3612;228,60;31819;51,90;68499;24,10;633387;11,70;529113;5,00
